node_id,title,community_id,community_label,degree,color
7201,Opus 4.6 shows 200K context instead of 1M on Claude Max plan (v2.1.75),3,Opus_46_Issues Context_Limit Token,7,#9B59B6
7214,[Bug] Anthropic API Error: Rate limit exceeded despite available quota,2,AnthropicAPI_RateLimitError,28,#1ABC9C
7255,"claude-in-chrome MCP: ""Browser extension is not connected"" on macOS Intel — all install methods fail",10,Chrome_Connection_Issues,5,#E67E22
7283,[BUG] VS Code & Claude Code,23,Bug Freeze NotWorking IgnoringInstructio,10,#E74C3C
7322,[BUG] Claude in Chrome doesn't connect when Claude Desktop is also installed,10,Chrome_Connection_Issues,7,#E67E22
7330,Claude Code repeatedly ignores CLAUDE.md rules — manually generates artifacts instead of using configured skills,23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
7358,[BUG] Claude code for VS Code OAuth token expiry not handled gracefully,8,auth-timeout oauth-expiry login-fail,2,#9C27B0
7366,"Claude Code OAuth login fails with a timeout error. `auth.anthropic.com` does not resolve via DNS, making it impossible to authenticate.",8,auth-timeout oauth-expiry login-fail,1,#9C27B0
7394,"[BUG] In ""Ask before edit"" permission mode, Claude Code executes Edit/Write tool calls without displaying a confirmation prompt to the user. Multiple files were modified across several tool calls with no opportunity to approve or deny.",23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
7470,[BUG] Claude Code systematically ignores rules from memory/CLAUDE.md on every edit/write,23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
7508,[BUG] Bug: Extra Usage charged despite available plan capacity + false rate limit errors in Claude Code,12,memory_leak kernel_allocation api_error ,2,#2ECC71
7545,[Bug] Claude reads files but ignores actionable instructions contained in them,23,Bug Freeze NotWorking IgnoringInstructio,3,#E74C3C
7546,[Bug] Claude generates incorrect code/SQL and reports it as complete without validation,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
7565,[BUG] Claude Code in desktop app not responsive,23,Bug Freeze NotWorking IgnoringInstructio,4,#E74C3C
7568,[BUG] Claude Code in desktop app not responsive,23,Bug Freeze NotWorking IgnoringInstructio,4,#E74C3C
7646,[BUG] Claude Code appears twice in VSCode sidebar after extension update,7,vscode_issues api_error extension_breaks,2,#E91E63
7659,[BUG] VSCode extension: Bash tool does not capture stdout (commands run in popup terminal window),21,GitBash_Issues_Windows,1,#E74C3C
7661,[BUG] Max Plan ($200/month) session limit depletes within 1 hour of normal usage — support unresponsive,11,rate_limit_issues usage_limits max_plan_,2,#FF5252
7668,"[BUG] Cannot load ""Claude Code for VS Code"" extension when open project with ""Remote Repositories""",7,vscode_issues api_error extension_breaks,3,#E91E63
7687,Windows: 3 extra VS Code windows open when starting claude from integrated terminal,7,vscode_issues api_error extension_breaks,4,#E91E63
7745,[FEATURE] Unarchive Claude Code sessions in desktop app option,0,BUG Feature Request Remote Access Multi-,2,#E67E22
7748,"[BUG] ""Your account does not have access to Claude Code. Please run /login.""",23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
7771,[BUG] CLAUDE CODE CLI: API Error: Rate limit reached,12,memory_leak kernel_allocation api_error ,7,#2ECC71
7791,[BUG] VS Code extension ignores CLAUDE_CONFIG_DIR environment variable,7,vscode_issues api_error extension_breaks,1,#E91E63
7803,Claude Code repeatedly fails to follow project-level CLAUDE.md instructions,23,Bug Freeze NotWorking IgnoringInstructio,8,#E74C3C
7832,Opus/Sonnet 1M context variants broken on Max 20x — misleading 'Rate limit reached' error,6,Model_Issues Token_Consumption Downgrade,1,#FF9800
7865,CLAUDE_CODE_OAUTH_TOKEN breaks Chrome extension (--chrome),10,Chrome_Connection_Issues,1,#E67E22
7904,[BUG] API Error: Rate limit reached despite Claude Max subscription and only 16% usage,24,RateLimitIssuesProSubscription,8,#4CAF50
7914,"[BUG] ""Remote Control environments are not available for your account."" for Claude Code Pro Plan user",1,RemoteControlIssues,1,#8BC34A
7931,"[BUG] Opus 1M context window suddenly returns ""Rate limit reached"" on both Max and Team plans (200K works fine)",3,Opus_46_Issues Context_Limit Token,10,#9B59B6
7957,Claude Code Chrome integration fails to connect when Claude Desktop (Cowork) is also installed,10,Chrome_Connection_Issues,7,#E67E22
7974,Opus 4.6 (1M context) hits 'API Error: Rate limit reached' on Max subscription,3,Opus_46_Issues Context_Limit Token,4,#9B59B6
7981,[FEATURE] Max plan usage limits silently reduced since Claude 4.6 release,12,memory_leak kernel_allocation api_error ,1,#2ECC71
7985,[Bug] Remote Control unavailable despite Pro plan authentication,1,RemoteControlIssues,4,#8BC34A
7988,Remote Control not enabled despite Pro subscription,1,RemoteControlIssues,3,#8BC34A
7992,[Bug] Rate Limit Error persists after increasing plan limits and adding funds and Max plan only at 33% used,11,rate_limit_issues usage_limits max_plan_,3,#FF5252
8000,[BUG] Tried to Download Claude Desktop for the first time in OS Tahoe 26.3 and keep getting Failure to Launch error message,20,Crash Launch Failure Hang Freeze Error,2,#607D8B
8009,[BUG] Hitting much faster usage limits than before,13,BUG_USAGE_LIMITS,4,#F06292
8015,[BUG] remote-control command not available on Pro account,1,RemoteControlIssues,6,#8BC34A
8031,"Claude Desktop 1.1.4173 crashes on startup — no window renders, process visible in Task Manager",20,Crash Launch Failure Hang Freeze Error,1,#607D8B
8058,"[BUG] `claude remote-control` shows misleading ""Contact your administrator"" error for personal (Pro/Max) accounts",1,RemoteControlIssues,1,#8BC34A
8059,"[BUG] CLI-only ""API Error: Rate limit reached"" on every request despite 97% quota remaining (Max 20x plan)",2,AnthropicAPI_RateLimitError,3,#1ABC9C
8073,[BUG] VS Code extension ignores CLAUDE_CODE_GIT_BASH_PATH environment variable on Windows,21,GitBash_Issues_Windows,3,#E74C3C
8084,"[BUG] No Chrome extension connected"" error provides no guidance on how to reconnect",10,Chrome_Connection_Issues,1,#E67E22
8098,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
8099,Claude Desktop: Built-in MCP servers 'Claude in Chrome' and 'mcp-registry' fail to connect (Failed to get account UUID),10,Chrome_Connection_Issues,1,#E67E22
8130,[Bug] Rate limit error despite low API usage when using Opus 4.6 (1m),3,Opus_46_Issues Context_Limit Token,5,#9B59B6
8140,Model ignores CLAUDE.md instructions despite reading them at session start,5,IgnoresInstructions,1,#F1C40F
8147,Claude Code ignores permission modes and makes unauthorized file edits,23,Bug Freeze NotWorking IgnoringInstructio,4,#E74C3C
8163,[Bug] Unexpected high token consumption after quota renewal,19,TokenUsageIssues BillingIssues TimeoutIs,3,#F1C40F
8178,Session permanently stuck on 'Rate limit reached' after transient rate limit,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
8195,API Error: Rate limit reached,2,AnthropicAPI_RateLimitError,23,#1ABC9C
8217,[BUG] [URGENT!!!] Claude Code is hanging / freezing / stuck on heaps of prompts for 5-20minutes or more.,23,Bug Freeze NotWorking IgnoringInstructio,19,#E74C3C
8245,Rate limit errors show 'API Error' without distinguishing usage vs throughput limits,2,AnthropicAPI_RateLimitError,4,#1ABC9C
8259,[BUG] API Error: Rate limit reached incorrect in CLI,2,AnthropicAPI_RateLimitError,15,#1ABC9C
8285,Claude in Chrome: 'Browser extension is not connected' despite correct setup (v2.1.39 + ext v1.0.47),10,Chrome_Connection_Issues,11,#E67E22
8292,Claude in Chrome MCP server fails to connect to native host bridge socket,10,Chrome_Connection_Issues,18,#E67E22
8296,[BUG] Claude-in-Chrome: Browser extension persistently fails to connect from CLI,10,Chrome_Connection_Issues,21,#E67E22
8318,[BUG] Can't see Claude's thinking anymore,16,BUG_Claude INTERRUPTED_MESSAGE AN,3,#69F0AE
8327,[BUG] CLAUDE_CODE_MAX_OUTPUT_TOKENS has no effect on Opus 4.6 — output stays capped at 32000,3,Opus_46_Issues Context_Limit Token,3,#9B59B6
8348,Opus 4.6 token consumption significantly higher than 4.5 - quota feedback from Max subscribers,3,Opus_46_Issues Context_Limit Token,2,#9B59B6
8350,[Bug] Anthropic API Error: Long context beta unavailable for Max plan with Claude Opus 4.6 1M,3,Opus_46_Issues Context_Limit Token,1,#9B59B6
8371,[Bug] /context command reports 200K max for Claude Opus 4.6 instead of 1M,3,Opus_46_Issues Context_Limit Token,7,#9B59B6
8379,[BUG] CLAUDE CODE panel appears broken by default; Plan Mode behavior is undocumented and undiscoverable,23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
8387,[BUG] Claude Desktop auto-quits after 5 minutes idle (SessionIdleManager 300s timeout),23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8390,[Bug] Rate limit triggered before reaching session usage limit (71%),19,TokenUsageIssues BillingIssues TimeoutIs,8,#F1C40F
8421,[BUG] Critical Bug: Claude Code Spontaneously Executes Commands and Repeats Responses in Infinite Loop,23,Bug Freeze NotWorking IgnoringInstructio,3,#E74C3C
8432,Claude Code doesn't see pasted prompt,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8438,[BUG] Claude enters plan mode automatically without waiting for user   approval,23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
8441,"[BUG]  Claude Code v2.1.27 gets stuck on the first message, with very high memory usage.",12,memory_leak kernel_allocation api_error ,2,#2ECC71
8459,Claude in Chrome extension not connecting despite MCP server showing connected,10,Chrome_Connection_Issues,19,#E67E22
8480,Claude in Chrome extension not connecting despite being installed and enabled,10,Chrome_Connection_Issues,35,#E67E22
8484,"Claude in Chrome extension not connecting on Windows despite MCP server showing ""connected""",10,Chrome_Connection_Issues,16,#E67E22
8489,[BUG] API 400 error,15,InternalServerError500,10,#00BCD4
8492,[MODEL]Claude Code ignores user instructions and copies from training examples,5,IgnoresInstructions,2,#F1C40F
8504,Claude in Chrome MCP: Browser extension not connected despite extension working,10,Chrome_Connection_Issues,26,#E67E22
8505,"[BUG] launching a new Claude Code for VS code tab repeatedly kills the Extension host ""Extension host terminated unexpectedly""",7,vscode_issues api_error extension_breaks,1,#E91E63
8542,"[Bug] Claude Code hangs unresponsively on macOS M1, requires terminal force-close",23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8548,Claude in Chrome browser extension not connecting to Claude Code CLI,10,Chrome_Connection_Issues,27,#E67E22
8553,[BUG] Claude Code Installation Failure Report - Replit Environment,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8580,[BUG]Claude Code ignores CLAUDE.md rules repeatedly despite acknowledgment,23,Bug Freeze NotWorking IgnoringInstructio,11,#E74C3C
8589,[Bug] Claude Code performance degradation after recent update,12,memory_leak kernel_allocation api_error ,16,#2ECC71
8594,[BUG] Unable to access Claude Code after successful OAuth login with Google account,8,auth-timeout oauth-expiry login-fail,1,#9C27B0
8602,OAuth token expired immediately after fresh login - cannot use Claude Code (blocking),8,auth-timeout oauth-expiry login-fail,2,#9C27B0
8622,[BUG] Memory leak in long-running idle Claude Code sessions,12,memory_leak kernel_allocation api_error ,4,#2ECC71
8660,[BUG] Rate Limit Message Infinite Loop,13,BUG_USAGE_LIMITS,1,#F06292
8661,[BUG] Usage Concerns,13,BUG_USAGE_LIMITS,1,#F06292
8689,[BUG] Installing plugins on Claude Code for Web Envs not working as expected,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8713,[BUG] An error occurred while executing Claude Code,23,Bug Freeze NotWorking IgnoringInstructio,27,#E74C3C
8714,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
8735,[Bug] Claude Code CLI performance degradation after sustained usage,12,memory_leak kernel_allocation api_error ,7,#2ECC71
8758,[BUG] Claude Does Not Follow Prompts Through Completion since 2.1.x update,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8760,[BUG] Opus 4.5 usage limits significantly reduced since January 2026 - most restrictive since Opus 4.5 launch,3,Opus_46_Issues Context_Limit Token,3,#9B59B6
8765,"[BUG] Claude hitting usage limits in no time, something broken for sure",12,memory_leak kernel_allocation api_error ,2,#2ECC71
8766,[BUG] opusplan setting doesn't switch to Opus during plan mode,6,Model_Issues Token_Consumption Downgrade,4,#FF9800
8774,[Bug] Excessive token usage in Claude Code 2.1.1 - 4x+ faster rate consumption than previous versions,12,memory_leak kernel_allocation api_error ,4,#2ECC71
8797,[BUG] Error launching VSCode Claude Code extension,7,vscode_issues api_error extension_breaks,12,#E91E63
8827,[BUG] Instantly hitting usage limits with Max subscription,24,RateLimitIssuesProSubscription,1,#4CAF50
8835,[Bug] Anthropic API Rate Limiting: Usage quota exceeded rapidly with minimal requests,2,AnthropicAPI_RateLimitError,19,#1ABC9C
8847,[Feature Request] Seamless session sharing between Claude Code and Claude Desktop,0,BUG Feature Request Remote Access Multi-,4,#E67E22
8858,"[BUG]'s 💔 I love Claude Code, but the pace is outrunning the quality - and it's costing us trust",23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8928,Feature Request: Persistent Memory Between Claude Code Sessions,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
8943,[BUG] Claude forgets about plans,16,BUG_Claude INTERRUPTED_MESSAGE AN,3,#69F0AE
8966,[Bug] Max plan usage consumed at unusually high rate without workflow changes,11,rate_limit_issues usage_limits max_plan_,3,#FF5252
8985,[Bug] Claude Code hangs without response since v2.0.60,23,Bug Freeze NotWorking IgnoringInstructio,31,#E74C3C
8986,[Bug] Claude Code hangs indefinitely during processing with no error output,23,Bug Freeze NotWorking IgnoringInstructio,32,#E74C3C
9026,[BUG] Plan mode creates `/.claude/plans` and is over optimizing on simple prompt,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
9030,[Bug] Claude Code freezes intermittently on Windows Terminal,23,Bug Freeze NotWorking IgnoringInstructio,12,#E74C3C
9063,Critical Memory Leak: Claude Code Consumed 129GB RAM and Caused System Freeze,12,memory_leak kernel_allocation api_error ,3,#2ECC71
9078,[BUG] Claude Code consistently degrades in performance over long sessions,12,memory_leak kernel_allocation api_error ,16,#2ECC71
9133,[BUG] claude setup-token/CLAUDE_CODE_OAUTH_TOKEN is not enough to authenticate claude,8,auth-timeout oauth-expiry login-fail,2,#9C27B0
9156,[Bug] Anthropic API Error: Credential Restricted to Claude Code,9,Anthropic_API_Overload,1,#FF5722
9198,[BUG] Claude forgets everything in CLAUDE.md after compaction,16,BUG_Claude INTERRUPTED_MESSAGE AN,2,#69F0AE
9211,[BUG] Claude Code using 100% of cpu and Memory Resources,12,memory_leak kernel_allocation api_error ,9,#2ECC71
9233,Claude Code Memory Leak - Process Grows to 120+ GB RAM and Gets OOM Killed,12,memory_leak kernel_allocation api_error ,3,#2ECC71
9272,[BUG] Claude Code Configuration File Corruption,23,Bug Freeze NotWorking IgnoringInstructio,3,#E74C3C
9288,[BUG] Claude Code repeatedly ignores CLAUDE.md security guidelines and exposes API keys to version control,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
9300,[BUG] ignores # prefix instructions for CLAUDE.md updates,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
9303,[BUG] Claude code requires users to constantly login,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
9305,[BUG] Claude Code frequently loses track of which directory it is in,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
9333,[Bug] Anthropic API Error: Unable to process request,4,Anthropic_API_Errors_500,56,#3498DB
9340,Feature: Multi-session coordination — allow Claude Code sessions to communicate,0,BUG Feature Request Remote Access Multi-,3,#E67E22
9360,VSCode extension /resume doesn't respect CLAUDE_CONFIG_DIR from claudeCode.environmentVariables,7,vscode_issues api_error extension_breaks,2,#E91E63
9364,[Bug] Unexpected High Token Usage on Simple Context-Only Queries,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
9366,[BUG] Opus 4.6 stuck at 200k context on Max plan — s1mAccessCache hasAccess:false persists after re-auth (v2.1.107),3,Opus_46_Issues Context_Limit Token,1,#9B59B6
9395,API Error 500 at ~175K context — 1M window not active on Max plan (Opus 4.6),3,Opus_46_Issues Context_Limit Token,6,#9B59B6
9396,[Bug] Anthropic API Error: Unexpected 500 Server Errors,4,Anthropic_API_Errors_500,69,#3498DB
9397,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
9399,[Bug] Internal Server Error from Anthropic API,4,Anthropic_API_Errors_500,62,#3498DB
9400,"API Error: 500 {""type"":""error"",""error"":{""type"":""api_error"",""...",15,InternalServerError500,23,#00BCD4
9401,[Bug] Claude Code CLI Not Functioning,23,Bug Freeze NotWorking IgnoringInstructio,14,#E74C3C
9414,[Bug] Anthropic API: Unexpected charges for Opus 1M context window on MAX plan,3,Opus_46_Issues Context_Limit Token,8,#9B59B6
9445,[BUG] Memory leak: Claude Code RSS grows from 500MB to 4.6GB+ within minutes,12,memory_leak kernel_allocation api_error ,1,#2ECC71
9449,Claude in Chrome extension stops connecting spontaneously — MCP shows connected but extension reports not connected,10,Chrome_Connection_Issues,16,#E67E22
9450,Claude in Chrome extension stops connecting spontaneously — MCP connected but extension reports not connected,10,Chrome_Connection_Issues,16,#E67E22
9491,[BUG] Claude Code (Desktop) fails to launch on Windows 11 Pro 25H2 (Build 26200.8037),20,Crash Launch Failure Hang Freeze Error,5,#607D8B
9502,[Bug] Rate limit consumption unexpectedly high for Claude Code CLI,12,memory_leak kernel_allocation api_error ,6,#2ECC71
9505,Claude in Chrome extension not connecting to Claude Code desktop app (Windows 11),10,Chrome_Connection_Issues,20,#E67E22
9520,[Bug] Usage limits silently reduced without notification,13,BUG_USAGE_LIMITS,1,#F06292
9526,[Bug] Non-Opus models consume tokens when only Opus 4.6 specified,3,Opus_46_Issues Context_Limit Token,1,#9B59B6
9560,"claude-in-chrome tools stay disconnected after Claude Desktop uninstall, even with healthy native host",10,Chrome_Connection_Issues,2,#E67E22
9565,C:/Program Files/Git/model opus sets 200k context window instead of 1M on Max plan,3,Opus_46_Issues Context_Limit Token,2,#9B59B6
9566,Claude Code edits files while in Plan mode,23,Bug Freeze NotWorking IgnoringInstructio,6,#E74C3C
9589,[Bug] Context window underutilization: 88k of 1M tokens used before session interruption,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
9615,Bug Report - Extreme usage limit drain on Max Plan with Claude Code (one prompt consumes huge amounts),12,memory_leak kernel_allocation api_error ,2,#2ECC71
9676,[Bug] Claude 4.6 Opus generating corrupted/garbled output with invalid tokens,3,Opus_46_Issues Context_Limit Token,1,#9B59B6
9683,I need a bug report or feature request description to generate a GitHub issue title. Please provide details about the problem you'd like to report.,17,"1 Bug Report Details
2 Feature Request D",8,#795548
9686,[BUG] Usage limit hit in ~2 minutes after 1 request,13,BUG_USAGE_LIMITS,2,#F06292
9694,[BUG] Claude Code stopped working after update,23,Bug Freeze NotWorking IgnoringInstructio,32,#E74C3C
9696,[Bug] Anthropic API Error: Corrupted or malformed response output,4,Anthropic_API_Errors_500,9,#3498DB
9711,"[BUG] Claude Desktop 1.1617.0.0 fails to launch on Windows 11 — app crashes immediately, no window renders",20,Crash Launch Failure Hang Freeze Error,4,#607D8B
9715,[Bug] Claude Code agent stuck in infinite loop or hanging state,23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
9727,"[BUG] Claude Code VS Code Extension — ""Interrupted During Launch"" Bug on Apple Silicon Mac",7,vscode_issues api_error extension_breaks,1,#E91E63
9754,[Bug] Rate limit exceeded immediately on first use,13,BUG_USAGE_LIMITS,4,#F06292
9755,[Bug] Anthropic API Error: 429 Rate Limit with Multiple Parallel Sessions Below Usage Cap,2,AnthropicAPI_RateLimitError,7,#1ABC9C
9865,[Bug] Anthropic API Error: Garbled/Corrupted Response Output,4,Anthropic_API_Errors_500,7,#3498DB
9870,Claude in Chrome: MCP client not discovering local socket on Linux despite working native host,10,Chrome_Connection_Issues,12,#E67E22
9883,[Bug] Excessive token consumption and latency on single-word prompts,14,ExcessiveTokenConsumption PromptCacheIss,4,#2196F3
9910,--chrome flag registers deferred tools but never connects to native host socket,10,Chrome_Connection_Issues,1,#E67E22
9915,Claude Code ignores permission settings and makes unauthorised changes,23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
9916,[Bug] Anthropic API Error: Usage Policy Violation with Model Corruption on Claude 3.5 Opus,22,"Anthropic_API_Error

Issues
- Feature",1,#1ABC9C
9918,[Bug] Claude Code performance degradation - reasoning quality decline,12,memory_leak kernel_allocation api_error ,10,#2ECC71
9942,[BUG] LIMITS,13,BUG_USAGE_LIMITS,1,#F06292
9954,[Bug] Anthropic API Error: Unexpected token consumption or rate limit exceeded,2,AnthropicAPI_RateLimitError,33,#1ABC9C
10036,[Bug] Claude Code ignores claude.md safety instructions for destructive commands,23,Bug Freeze NotWorking IgnoringInstructio,15,#E74C3C
10043,"I appreciate the detailed self-assessment, but I need to clarify: this appears to be a personal reflection on development process failures rather than a bug report for Claude Code itself.

If you're reporting an issue with **Claude Code** (Anthropic's CLI",23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
10052,[BUG] Claude Code hangs on any prompt when opened in specific subdirectory (Windows),23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
10070,[Bug] Claude Code not following user prompts correctly,23,Bug Freeze NotWorking IgnoringInstructio,9,#E74C3C
10089,"Claude makes code edits without user approval when in ""Ask Permission"" mode",23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
10093,500 Internal Server Error (API Error),4,Anthropic_API_Errors_500,61,#3498DB
10094,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
10097,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
10098,[Bug] Anthropic API Error: Internal server error (500),4,Anthropic_API_Errors_500,68,#3498DB
10100,[BUG]  API Error: 500,15,InternalServerError500,21,#00BCD4
10109,Excessive token consumption on Opus 4.6 — thinking tokens disproportionate to output,3,Opus_46_Issues Context_Limit Token,6,#9B59B6
10114,[Bug] Anthropic API Error: Out of Extra Usage Despite Available Credits,2,AnthropicAPI_RateLimitError,5,#1ABC9C
10117,"Paying for Opus, receiving Sonnet — silent model downgrade without consent",6,Model_Issues Token_Consumption Downgrade,2,#FF9800
10119,[Bug] Anthropic API Error: Usage limit exceeded (request_id: req_011CZrabntnbrNvkWcLBVgGB),9,Anthropic_API_Overload,28,#FF5722
10137,[BUG] Claude Chrome extension does not work on windows. I have spent many Claude sessions trying to fix that extension it does not work on Windows.,10,Chrome_Connection_Issues,1,#E67E22
10141,[Bug] Claude Code CLI responses extremely slow (2+ minutes latency),12,memory_leak kernel_allocation api_error ,4,#2ECC71
10146,[Bug] Anthropic API Error: 400 Invalid Request - Out of Extra Usage Despite Low Session/Weekly Usage,2,AnthropicAPI_RateLimitError,5,#1ABC9C
10165,Claude in Chrome: MCP client never connects to native host bridge socket (macOS),10,Chrome_Connection_Issues,17,#E67E22
10179,"I appreciate you sharing that, but I need a bug report or feature request in English to generate a GitHub issue title. 

Could you please provide:
1. A description of the problem or feature request
2. Any error messages you're encountering
3. Steps to repr",17,"1 Bug Report Details
2 Feature Request D",5,#795548
10225,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
10235,[Bug] Anthropic API Error: Overloaded (429/529 Response),9,Anthropic_API_Overload,38,#FF5722
10243,[Bug] Anthropic API Error: Out of extra usage - 400 invalid_request_error,4,Anthropic_API_Errors_500,78,#3498DB
10251,[Bug] Anthropic API Error: Out of extra usage despite remaining quota,2,AnthropicAPI_RateLimitError,14,#1ABC9C
10256,[BUG] Claude Code v2.0.29 throws Error 400 on Max Plan,12,memory_leak kernel_allocation api_error ,3,#2ECC71
10261,[Bug] Anthropic API Error: Out of Extra Usage Despite Available Weekly Limits,2,AnthropicAPI_RateLimitError,10,#1ABC9C
10271,[BUG] Dégradation critique de Claude Code – expérience utilisateur inacceptable,12,memory_leak kernel_allocation api_error ,4,#2ECC71
10295,[Bug] Anthropic API Rate Limit: Unexpected quota depletion within seconds,2,AnthropicAPI_RateLimitError,10,#1ABC9C
10307,"Claude Code hangs with zero token consumption for 25-30 minutes, requires force-exit",23,Bug Freeze NotWorking IgnoringInstructio,3,#E74C3C
10319,Claude Code noticeably slow all day (2026-04-08),12,memory_leak kernel_allocation api_error ,2,#2ECC71
10324,[Bug] Excessive token consumption on small prompts for simple page generation,14,ExcessiveTokenConsumption PromptCacheIss,3,#2196F3
10337,[Bug] Anthropic API Error: Rate limit reached despite zero usage,2,AnthropicAPI_RateLimitError,39,#1ABC9C
10342,[BUG] Chrome extension connects to claude.ai instead of Claude Code CLI when Claude desktop app is installed,10,Chrome_Connection_Issues,18,#E67E22
10434,[Bug] Unexpected high token usage consumption in single query,19,TokenUsageIssues BillingIssues TimeoutIs,3,#F1C40F
10479,claude code code mode  sign in expired,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
10493,[BUG] Chrome Connection not possible with Cowork!,10,Chrome_Connection_Issues,2,#E67E22
10509,[BUG] Opus 4.6 [1m] effective context window capped at 400K instead of 1M on Max plan,3,Opus_46_Issues Context_Limit Token,20,#9B59B6
10524,"Claude Code refuses to act on clear user instructions, requires escalation",23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
10534,[Bug] Excessive token consumption in recent Claude Code versions,12,memory_leak kernel_allocation api_error ,8,#2ECC71
10574,[Bug] Claude Code experiencing slow performance and freezing,23,Bug Freeze NotWorking IgnoringInstructio,21,#E74C3C
10587,[Bug] Unexpected high token consumption on short prompts,14,ExcessiveTokenConsumption PromptCacheIss,6,#2196F3
10591,[Bug] Excessive token consumption for simple queries - 74.8k tokens used with 5 tool calls,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
10605,[Bug] Session Token Limit Consumed Entirely in Single Operation,19,TokenUsageIssues BillingIssues TimeoutIs,7,#F1C40F
10606,[Bug] Token limits depleting rapidly across sessions,19,TokenUsageIssues BillingIssues TimeoutIs,12,#F1C40F
10608,Can't connect Claude --> Chrome,10,Chrome_Connection_Issues,9,#E67E22
10633,[BUG] Claude code not conecting in CLI or extension,23,Bug Freeze NotWorking IgnoringInstructio,20,#E74C3C
10638,[Bug] Claude Code ignores claude.md rules and makes unrequested changes,23,Bug Freeze NotWorking IgnoringInstructio,16,#E74C3C
10644,[BUG] Claude Code OAuth login times out after browser authorization and ends in internal server error,8,auth-timeout oauth-expiry login-fail,3,#9C27B0
10649,[BUG] CLAUDE DESKTOP HANG ON MACOS 26.4,20,Crash Launch Failure Hang Freeze Error,3,#607D8B
10666,[Bug] Excessive token consumption compared to previous months,19,TokenUsageIssues BillingIssues TimeoutIs,12,#F1C40F
10674,no way to debug claude chrome extension?,10,Chrome_Connection_Issues,1,#E67E22
10675,Browser extension not connecting to Claude Code,10,Chrome_Connection_Issues,12,#E67E22
10726,[Bug] Slow response time in Claude Code CLI,12,memory_leak kernel_allocation api_error ,4,#2ECC71
10813,[Bug] Claude Code hangs indefinitely on prompt submission with no token updates,23,Bug Freeze NotWorking IgnoringInstructio,9,#E74C3C
10818,[Bug] Excessive token consumption on simple requests with Claude Sonnet 4.6,6,Model_Issues Token_Consumption Downgrade,3,#FF9800
10824,Claude in Chrome: MCP tool returns 'not connected' while socket is functional,10,Chrome_Connection_Issues,4,#E67E22
10837,[Bug] Excessive token consumption in new session with file operations,19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
10869,[BUG] Claude Code doesn't proactively use available skills when troubleshooting domain-specific problems,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
10883,[Bug] Claude Code ignores explicit user instructions and proceeds with unrelated tasks,23,Bug Freeze NotWorking IgnoringInstructio,13,#E74C3C
10886,[BUG] the questionare while doing things with claude is very annoying.,16,BUG_Claude INTERRUPTED_MESSAGE AN,1,#69F0AE
10959,[Bug] Claude executing unintended actions despite explicit user instructions,23,Bug Freeze NotWorking IgnoringInstructio,3,#E74C3C
