number,created_at,title,labels
35776,2026-03-18T12:34:32Z,[Bug] Anthropic API Error: Model Overloaded,duplicate
35775,2026-03-18T12:34:31Z,[Bug] Anthropic API Error: Overloaded,duplicate
35774,2026-03-18T12:33:55Z,[Bug] Anthropic API Error: 529 Service Unavailable,duplicate
35772,2026-03-18T12:30:30Z,Bash tool background task captures 0 bytes when command completes successfully,
35770,2026-03-18T12:27:03Z,"[Bug] Remote session URL not opening in mobile/web app, creates new session instead",duplicate
35768,2026-03-18T12:20:16Z,[BUG] Claude code stopped working,bug|duplicate|platform:macos|area:networking|api:anthropic
35766,2026-03-18T12:15:08Z,[Bug] Terminal scrolling jumps to top during streaming output on Linux,bug|duplicate|platform:linux|area:tui
35764,2026-03-18T12:10:23Z,Claude Max: No MCP support in web UI & no way to continue web UI conversations in Claude Code,invalid
35763,2026-03-18T12:09:20Z,[FEATURE] Delete Specific Turns Within a Session,duplicate
35757,2026-03-18T11:42:02Z,VS Code: File attachment persists from file explorer click even when file is not open,bug|platform:macos|platform:vscode
35753,2026-03-18T11:34:26Z,Accessibility: Dark + colorblind-friendly theme still has problematic colors (skill names in dark blue),duplicate
35751,2026-03-18T11:25:31Z,[BUG] Questions asked overlap last line of the text in the session,bug|platform:windows|area:tui
35749,2026-03-18T11:19:54Z,[BUG],duplicate
35748,2026-03-18T11:19:42Z,[BUG] Custom skill throwing error unknown skill despite present,duplicate
35746,2026-03-18T11:16:22Z,[FEATURE] Per-agent-type model configuration in settings.json,enhancement|area:agents
35745,2026-03-18T11:05:59Z,"[Bug] Repeated permission prompts for directories in repo despite ""Always Allow"" selection",duplicate
35742,2026-03-18T10:59:47Z,[FEATURE] Show file edits as inline diffs in VSCode editor (like Copilot),duplicate
35739,2026-03-18T10:38:04Z,[BUG] GOOGLE DRIVE NOT SHOWING UP IN COWORK OR CODE,duplicate
35738,2026-03-18T10:33:00Z,"[BUG] Spontaneous ""Request interrupted by user"" triggered by Linux kernel 6.17.0-19-generic",duplicate
35737,2026-03-18T10:27:04Z,VSCode Extension,duplicate
35736,2026-03-18T10:24:52Z,"[BUG]  Account & Usage shows ""Plan: Claude api"" instead of Max plan after recent update",duplicate
35735,2026-03-18T10:18:13Z,[BUG] Bash(curl:*) in allow list still prompts for permission,bug|platform:windows|area:permissions
35731,2026-03-18T10:05:11Z,[BUG],duplicate
35730,2026-03-18T09:57:55Z,Allow configuring default base branch for --worktree,duplicate
35727,2026-03-18T09:46:01Z,"Model lied about being in plan mode, then status line showed 'slithering'",duplicate
35726,2026-03-18T09:42:25Z,Skill 'writing-clearly-and-concisely' from superpowers plugin not discoverable as slash command,duplicate
35725,2026-03-18T09:38:00Z,[BUG] Bug Report: Claude Code Fabricates User Input When Background Task Notifications Arrive,duplicate
35724,2026-03-18T09:15:09Z,[BUG] OAuth messages.create returns 400 for Sonnet/Opus 4 models but works for Haiku 4.5,invalid
35718,2026-03-18T09:02:08Z,"[BUG] --dangerously-skip-permissions does not bypass ""modify config files"" prompt for ~/.claude/ writes",bug|has repro|platform:windows|area:permissions
35717,2026-03-18T08:56:46Z,[BUG] Scheduled tasks sidebar not updated after removal via chat,duplicate
35716,2026-03-18T08:56:30Z,ralph-wiggum: bash 3.2 runtime error in setup-ralph-loop.sh (empty array + set -u),duplicate
35715,2026-03-18T08:39:40Z,[Bug] HTML entities not decoded in help text for /btw command,duplicate
35714,2026-03-18T08:27:18Z,[Bug] claude auth login does not complete on headless servers (SSH),bug|has repro|platform:linux|area:auth
35713,2026-03-18T08:21:25Z,Disabled plugins still inject context via SessionStart and UserPromptSubmit hooks,duplicate
35709,2026-03-18T08:09:20Z,Skill(review) in permissions.deny does not block bundled /review skill,bug|duplicate|platform:macos|area:skills|area:permissions
35707,2026-03-18T07:52:43Z,systemMessage from Stop hooks not displayed in remote mode,duplicate
35704,2026-03-18T07:30:12Z,[MODEL] 529 Overloaded errors on Claude Code since morning - Max subscriber affected,invalid
35702,2026-03-18T07:22:32Z,dummy,invalid
35698,2026-03-18T07:03:49Z,Feature: increase /resume session list limit beyond 50,duplicate
35697,2026-03-18T06:59:42Z,Claude Code GitHub App not responding to @claude review on PRs,bug|area:integrations
35695,2026-03-18T06:56:58Z,Claude GitHub App not responding to @claude review on PRs,invalid
35694,2026-03-18T06:55:05Z,[BUG] Memory and feedback rules are not reliably enforced during code   generation,duplicate
35693,2026-03-18T06:54:03Z,Chrome native host script hardcodes version path on every update,duplicate
35692,2026-03-18T06:51:36Z,Shift+Enter inconsistently creates newline in Cursor terminal (varies per session),duplicate
35691,2026-03-18T06:50:55Z,[BUG]   Running `/plugin uninstall <plugin-name>` removes the plugin entry from   `installed_plugins.json` but leaves the cached plugin files on disk.,duplicate
35690,2026-03-18T06:47:04Z,Conversation becomes unrecoverable after API 500/529 errors during parallel agent execution,duplicate
35689,2026-03-18T06:46:44Z,[Bug] Anthropic API Error: 529 Service Unavailable,duplicate
35687,2026-03-18T06:31:46Z,[Bug] Anthropic API Error: Overloaded - No Recovery on Retry or Session Resume,bug|platform:macos|area:api|api:anthropic
35681,2026-03-18T06:07:44Z,Show compaction summary after context compression,duplicate
35680,2026-03-18T06:06:47Z,[BUG] AskUserQuestion 工具返回空答案导致交互式工作流异常,duplicate
35678,2026-03-18T05:58:11Z,[Bug] Integrated terminal auto-scrolls to top during code generation when user scrolls up in VSCODE,duplicate
35673,2026-03-18T05:32:43Z,MCP server subprocesses not cleaned up when terminal is closed,duplicate
35671,2026-03-18T05:31:38Z,#@〈//v//@Austrian Airlines Polish Infolinia Kontakt Polska|| #〈//v//@Jak zadzwonić do Austrian Airlines?|| #〈//v//@Austrian Airlines Polish Infolinia Polska 24Hrs,invalid
35670,2026-03-18T05:31:05Z,[FEATURE] Sessions order in Claude Code Desktop,duplicate
35668,2026-03-18T05:29:05Z,#@〈//v//@Finnair Polish Infolinia Kontakt Polska|| #〈//v//@Jaki jest numer infolinii Finnair po polsku?|| #〈//v//@Finnair Polish Infolinia Polska 24Hrs,invalid
35667,2026-03-18T05:27:11Z,#@〈//v//@Brussels Airlines Polish Infolinia Kontakt Polska|| #〈//v//@Jak skontaktować się z obsługą klienta Brussels Airlines?|| #〈//v//@Brussels Airlines Polish Infolinia Polska 24Hrs,invalid
35666,2026-03-18T05:25:23Z,#@〈//v//@Singapore Airlines Polish Infolinia Kontakt Polska|| #〈//v//@Jaki jest numer telefonu do Singapore Airlines?|| #〈//v//@Singapore Airlines Polish Infolinia Polska 24Hrs,invalid
35665,2026-03-18T05:23:30Z,#@〈//v//@Egyptair Polish Infolinia Kontakt Polska|| #〈//v//@Jak zadzwonić na infolinię Egyptair?|| #〈//v//@Egyptair Polish Infolinia Polska 24Hrs,invalid
35664,2026-03-18T05:21:08Z,#〈//v//@United Airlines Polish Infolinia Kontakt Polska|| #〈//v//@Jak skontaktować się z United Airlines?|| #〈//v//@United Airlines Polish Infolinia Polska 24Hrs,invalid
35663,2026-03-18T05:19:55Z,〈//v//@Air France Polish Infolinia Kontakt Polska|| 〈//v//@Jak skontaktować się z Air France po polsku?|| 〈//v//@Air France Polish Infolinia Polska 24Hrs,invalid
35660,2026-03-18T05:17:59Z,〈//v//@Qatar Airways Polish Infolinia Kontakt Polska|| 〈//v//@Jak skontaktować się z Qatar Airways? || 〈//v//@Qatar Airways Polish Infolinia Polska 24Hrs,invalid
35659,2026-03-18T05:16:44Z,〈//v//LOT Polish Infolinia Kontakt Polska|| 〈//v//Jak dodzwonić się na infolinię LOT? || 〈//v// LOT Polish Infolinia Polska 24Hrs,invalid
35657,2026-03-18T05:14:33Z,#〈//v//@⟪KLM Infolinia | Kontakt Polska ☎ 24/7⟫Jaki jest numer infolinii KLM po polsku?|| #@〈//v//@KLM Polish Infolinia Polska 24Hrs,invalid
35656,2026-03-18T05:13:21Z,@#〈//v//@Turkish Airlines Polish Infolinia Kontakt Polska|| #@〈//v//@Jak skontaktować się z Turkish Airlines?|| #@〈//v//@Turkish Airlines Polish Infolinia Polska 24Hrs,invalid
35654,2026-03-18T05:06:22Z,[BUG] Plugin OAuth with different account silently fails - no error message indicates account mismatch,bug|has repro|area:auth|area:plugins
35652,2026-03-18T04:56:02Z,[Bug] Model alias `opusplan` uses Sonnet instead of Opus in plan mode,bug|platform:windows|area:model
35651,2026-03-18T04:45:11Z,Permission prompts (Yes/No) should respect the Language setting,duplicate
35647,2026-03-18T04:26:28Z,Add session title/summary to --resume session list,duplicate
35646,2026-03-18T04:21:27Z,[BUG] v2.1.78: Protected directory prompt in bypassPermissions has no override — forces hacky workarounds,bug|has repro|platform:linux|area:skills|area:permissions
35644,2026-03-18T04:14:47Z,[BUG] Voice mode doesn't auto-initialize on session start despite voiceEnabled: true,duplicate
35642,2026-03-18T04:13:49Z,"False positive ""Multiple installations found"" warning when npm prefix is set to ~/.local",duplicate
35639,2026-03-18T04:08:25Z,"Session becomes permanently unusable after rate limit error, even though limit is available",duplicate
35634,2026-03-18T03:53:47Z,[FEATURE] Configurable default selection in permission prompts (default to 'No' in sandbox mode); add 'deny for this session' option,duplicate
35632,2026-03-18T03:48:17Z,[DOCS] Environment variables page missing ANTHROPIC_BETAS env var,documentation|area:docs
35630,2026-03-18T03:47:15Z,[DOCS] Environment variables page missing ANTHROPIC_CUSTOM_MODEL_OPTION env var,documentation|area:docs
35629,2026-03-18T03:46:14Z,[DOCS] Settings and env-vars docs understate scope of includeGitInstructions / CLAUDE_CODE_DISABLE_GIT_INSTRUCTIONS,documentation|area:docs
35626,2026-03-18T03:43:11Z,[DOCS] Permissions docs incorrectly state bypassPermissions skips all permission checks,documentation|area:permissions
35624,2026-03-18T03:42:10Z,[DOCS] Sandboxing docs missing startup warning behavior when sandbox.enabled is true but dependencies are absent,documentation|area:docs|area:sandbox
35623,2026-03-18T03:41:09Z,"[DOCS] Missing tmux configuration for terminal notifications (iTerm2/Kitty/Ghostty popups, progress bar)",documentation|enhancement
35622,2026-03-18T03:40:08Z,"[DOCS] Plugins reference missing effort, maxTurns, and disallowedTools frontmatter for plugin-shipped agents",documentation|area:docs|area:plugins
35621,2026-03-18T03:39:59Z,Claude Code makes confident assertions without verifying data — persistent pattern despite memory/instructions,bug|platform:macos|area:model
35620,2026-03-18T03:39:05Z,[DOCS] Hooks documentation missing StopFailure event,documentation|area:hooks|area:docs
35619,2026-03-18T03:36:19Z,[BUG] Available deferred tools getting truncated,duplicate
35618,2026-03-18T03:35:56Z,[BUG] claude desktop can't communicate with VM,duplicate
35617,2026-03-18T03:28:01Z,/insights recommends creating skills that already exist,duplicate
35616,2026-03-18T03:24:11Z,clade code 插件,duplicate
35615,2026-03-18T03:23:49Z,Claude Code mode in Claude Desktop does not inherit user-configured MCP servers,bug|has repro|platform:macos|area:mcp
35614,2026-03-18T03:13:36Z,[BUG] badge,duplicate
35613,2026-03-18T03:11:31Z,Terminal freezes when pasting long text in Cursor's integrated terminal,duplicate
35612,2026-03-18T03:09:34Z,"Git push failing with HTTP 403 error""",duplicate
35611,2026-03-18T03:07:28Z,Support i18n for CLI permission prompts,duplicate
35610,2026-03-18T03:02:35Z,Background agent completion notifications can be mistaken for user messages,duplicate
35609,2026-03-18T03:00:05Z,C:/Program Files/Git/terminal-setup rejects Windows Terminal despite listing it as supported,duplicate
35608,2026-03-18T02:52:25Z,[Bug] Issue resolution not progressing or being addressed,bug|platform:macos|platform:vscode|needs-info
35606,2026-03-18T02:43:40Z,[FEATURE] Add quota to usage page title,invalid
35605,2026-03-18T02:42:39Z,No API to list or stop background tasks started via run_in_background,enhancement|platform:macos|area:tools
35604,2026-03-18T02:41:54Z,[BUG] Team plan showing 200K context instead of 1M on Claude Code,bug|platform:windows|area:tui|api:anthropic
35599,2026-03-18T02:27:45Z,Support `--resume latest` to directly resume most recent session,duplicate
35598,2026-03-18T02:23:32Z,[BUG] No notifications in windows desktop app,invalid
35596,2026-03-18T02:13:13Z,Remote Control: 'not yet enabled for your account' on Max 5x plan,bug|duplicate|platform:linux|area:auth|area:cli
35594,2026-03-18T02:12:18Z,[Bug] Anthropic API Error: Context limit reached with background Agent sub-skill invocation,duplicate
35593,2026-03-18T02:08:17Z,Claude states runtime behavior as fact without verifying — skips tool calls to give fast-sounding answers,duplicate
35591,2026-03-18T01:59:46Z,Feature Request: Support disabling user-scoped MCP servers by default,duplicate
35590,2026-03-18T01:58:15Z,Explore agent fails with tools.179 oneOf/allOf/anyOf schema validation error,duplicate
35589,2026-03-18T01:56:19Z,"Skill autocomplete only triggers at start of input, not mid-line",duplicate
35584,2026-03-18T01:20:54Z,Claude Code takes unauthorized destructive actions and repeated judgment failures,duplicate
35580,2026-03-18T01:05:39Z,Root cause + fix for scroll jumping on long responses (CSI 2J inside DEC 2026 sync blocks),duplicate
35578,2026-03-18T01:04:31Z,[FEATURE] Option to disable automatic session renaming in VS Code extension,duplicate
35577,2026-03-18T00:55:43Z,[Feature Request] Multi-repo workspace with coordinated worktrees,duplicate
35574,2026-03-18T00:44:14Z,[BUG] Pro subscriber: org_level_disabled prevents Claude Code from using subscription (never worked since signup),bug|platform:macos|area:auth
35573,2026-03-18T00:44:06Z,[Bug] Notion plugin installation fails with duplicate MCP server configuration error,bug|platform:macos|area:mcp|area:plugins
35572,2026-03-18T00:40:03Z,[Feature Request] Notify users about plugin registry breaking changes in Claude Code,duplicate
35568,2026-03-18T00:09:37Z,[Bug] @mention autocomplete filters out file/directory entries incorrectly,duplicate
35567,2026-03-18T00:01:30Z,MCP server processes not terminated when Agent subprocesses exit,bug|has repro|platform:macos|area:mcp|area:agents
35566,2026-03-18T00:01:10Z,Voice mode doesn't persist across sessions despite voiceEnabled: true in settings,bug|duplicate|platform:macos|area:tui
35561,2026-03-17T23:36:25Z,"[FEATURE] Support hierarchical `.claude/` directory discovery that continues past git repository boundaries, enabling language-scoped and org-scoped  commands/skills/agents.",enhancement|area:core
35556,2026-03-17T23:21:37Z,[BUG] Claude Desktop causes kernel panics on macOS via vnode exhaustion and   excessive disk writes,invalid
35554,2026-03-17T23:01:21Z, [FEATURE] Ability to see running processes that claude started,duplicate
35552,2026-03-17T22:48:47Z,[Feature Request] Add configurable prompt cache TTL extension for multi-session persistence,duplicate
35551,2026-03-17T22:44:18Z,[Bug] Anthropic API Error: Recurring 500 Internal Server Errors,invalid
35550,2026-03-17T22:38:12Z,[BUG] docs_get_document returns no content for Google Docs tables,invalid
35548,2026-03-17T22:33:27Z,[Bug] Anthropic API Error: HTTP 500 and 529 timeout during sessions,bug|platform:linux|external|api:anthropic
35545,2026-03-17T22:25:19Z,Opus 4.6 on Bedrock excluded from 1M context window,duplicate
35539,2026-03-17T21:58:58Z,Frequent API 500 errors disrupting sessions (Claude Opus 4.6),duplicate
35537,2026-03-17T21:53:31Z,[Feature Request] Allow model selection per execution mode with mode-specific defaults,duplicate
35535,2026-03-17T21:50:45Z,[Bug] Anthropic API Error: Overloaded,duplicate
35533,2026-03-17T21:36:15Z,[FEATURE] Collapsible/truncated display for large MCP tool input parameters,duplicate
35532,2026-03-17T21:34:14Z,[FEATURE] Show a summary of the user's original request,duplicate
35529,2026-03-17T21:33:45Z,[BUG] /plugin slash commands show skill as installed but skill cannot be invoked,bug|has repro|platform:macos|area:plugins
35524,2026-03-17T21:13:04Z,[BUG] Claude Code Auth Deferring to API Use in VS Code,duplicate
35523,2026-03-17T21:09:56Z,[FEATURE] Per-skill effortLevel in skill frontmatter,duplicate
35522,2026-03-17T21:09:52Z,[Bug] Anthropic API Error: Internal Server Error (500),bug|platform:windows|external|api:anthropic
35521,2026-03-17T21:09:43Z,[BUG],invalid
35516,2026-03-17T21:03:48Z,"[Bug] CLI hangs after partial token processing, unresponsive to model changes",duplicate
35514,2026-03-17T21:01:23Z,[Bug] Anthropic API Error: Internal Server Error and Overloaded responses during task execution,duplicate
35510,2026-03-17T20:47:42Z,Plaintext secrets are written into VS Code extension host output logs,duplicate
35507,2026-03-17T20:42:45Z,Plugin installer: wrong extraction path + infinite recursive nesting for marketplace plugins using plugins/ subdirectory,bug|has repro|platform:macos|area:plugins
35505,2026-03-17T20:28:46Z,[Bug] Claude Code intermittent 500 Internal Server Error during longer-running repo work,duplicate
35504,2026-03-17T20:21:21Z,[Bug] Anthropic API Error: Internal Server Error (500) and Overloaded Error (529),duplicate
35503,2026-03-17T20:20:56Z,[Bug] Anthropic API Error: HTTP 500 Message Overload with Incorrect Token Count Warning,duplicate
35501,2026-03-17T20:19:31Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35499,2026-03-17T20:18:46Z,[Bug] Anthropic API Error: Internal Server Error (500),invalid
35496,2026-03-17T20:16:58Z,"API Error: 500 {""type"":""error"",""error"":{""type"":""api_error"",""message"":""Internal server error""},""request_id"":""req_011CZ9GFw9579zj7kCY3hHm9""}",invalid
35495,2026-03-17T20:16:16Z,[BUG],invalid
35494,2026-03-17T20:16:12Z,"[BUG] API Error: 500 {""type"":""error"",""error"":{""type"":""api_error"",""message"":""Internal server      error""},""request_id"":""req_011CZ9G2x1o12g2XijszrB96""}",duplicate
35493,2026-03-17T20:15:13Z,[Bug] Anthropic API Error: Internal Server Error with Claude Opus model,duplicate
35492,2026-03-17T20:13:25Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35489,2026-03-17T20:04:31Z,[Bug] Anthropic API Error: Internal Server Error (500) - Mass Outage,invalid
35488,2026-03-17T20:00:08Z,Remote/mobile session list lacks distinguishing info between sessions,duplicate
35487,2026-03-17T19:59:30Z,[Bug] Anthropic API Error: Overloaded Error (529) during Claude Code operations,bug|duplicate|platform:macos|external|area:api
35486,2026-03-17T19:59:27Z,[Bug] Claude Code CLI fails to initialize or execute,duplicate
35485,2026-03-17T19:58:35Z,[BUG],duplicate
35482,2026-03-17T19:53:14Z,"[BUG] API Error 500 - Internal server error on all prompts (v2.1.77, native install)",bug
35481,2026-03-17T19:52:31Z,[BUG],duplicate
35480,2026-03-17T19:52:01Z,"[BUG] in Claude Code sesstion, API Error: 500 {""type"":""error"",""error"":{""type"":""api_error"",""message"":""Internal server error""},""request_id"":""req_011CZ9DWrAFPPiMFaPWYkvph""}",duplicate
35477,2026-03-17T19:51:10Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35476,2026-03-17T19:51:10Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35473,2026-03-17T19:48:54Z,[Bug] Anthropic API Error: Persistent 500 Internal Server Error on all requests,duplicate
35471,2026-03-17T19:48:28Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35469,2026-03-17T19:47:07Z,[BUG] API Error: 500 Internal Server Errror,bug
35468,2026-03-17T19:46:25Z,[Bug] Claude 3.5 Opus 1M context window not functioning,duplicate
35466,2026-03-17T19:45:27Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35465,2026-03-17T19:44:45Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35464,2026-03-17T19:44:33Z,[Bug] Anthropic API Error: Internal Server Error (500),
35461,2026-03-17T19:43:35Z,[Bug] Anthropic API Error: HTTP 500 Internal Server Error,duplicate
35460,2026-03-17T19:43:31Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35458,2026-03-17T19:42:59Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35457,2026-03-17T19:40:43Z,[Bug] Anthropic API Error: Internal Server Error (500),duplicate
35456,2026-03-17T19:40:39Z,[Bug] Anthropic API Error: Internal Server Error (500),bug
35455,2026-03-17T19:38:34Z,[Bug] Anthropic API Error: Internal Server Error (500),
35453,2026-03-17T19:30:45Z,Chrome native host crashes on Windows: Bun v1.3.11 internal assertion failure,duplicate
35452,2026-03-17T19:29:35Z,MCP Servers Not Initializing - Poor Error Messages and Troubleshooting Experience,duplicate
35451,2026-03-17T19:28:06Z,Claude Code deleted large model files unnecessarily during file permission   troubleshooting,duplicate
35446,2026-03-17T19:04:17Z,Add copy button for code blocks in terminal output,duplicate
35444,2026-03-17T19:02:11Z,"[BUG] install.sh references broken GCS path, returns NoSuchKey error",bug|has repro|platform:macos|area:installation
35442,2026-03-17T18:57:07Z,[BUG] Bash tool silently returns empty output when /tmp is full (ENOSPC),duplicate
35441,2026-03-17T18:54:12Z,[FEATURE],duplicate
35440,2026-03-17T18:47:50Z,[BUG] Installer crash after system memory exhaustion on Ubuntu 25.10,bug|has repro|platform:linux|regression|area:installation
35438,2026-03-17T18:46:13Z,"Claude Code não escuta o usuário, entrega código sujo e só corrige quando pressionado",duplicate
35437,2026-03-17T18:45:44Z,Add option to auto-enable voice mode on session start,enhancement|area:tui
35434,2026-03-17T18:41:03Z,Organization skill upload limit of 50 is undocumented and too low,invalid
35433,2026-03-17T18:40:19Z,[BUG] Claude Pro credits wasted on repeated system errors and failed tool calls with no accountability,invalid
35431,2026-03-17T18:31:46Z,Feature request: Conversation organization (folders / subcategories / workspaces),duplicate
35429,2026-03-17T18:26:48Z,[Bug] Claude fails to generate responses,bug|platform:macos
35423,2026-03-17T18:05:57Z,Unclear behavior when same plugin loaded via marketplace and --plugin-dir,duplicate
35422,2026-03-17T18:05:51Z,"[BUG] Background colors more muted since 2.1.77 tmux ""fix""",bug|platform:macos|area:tui|regression
35420,2026-03-17T18:01:29Z,[Bug] /voice command requires disable/re-enable cycle; unclear on/off state,duplicate
35419,2026-03-17T18:01:17Z,[BUG] **Bug: VS Code Extension returns 'API Error: Rate limit reached' on every request despite active Pro subscription**,duplicate
35417,2026-03-17T17:57:17Z,hookify plugin: Python import error due to missing package structure,duplicate
35416,2026-03-17T17:54:36Z,"[FEATURE] Add ""reject with comments"" option to CLI permission prompt (parity with VS Code extension)",duplicate
35414,2026-03-17T17:51:30Z,"--worktree should use remote default branch, not hardcoded main",duplicate
35413,2026-03-17T17:51:22Z,Support folder/project migration with context anchoring,duplicate
35409,2026-03-17T17:40:06Z,[Feature Request] Add Spanish language support for microphone transcription,duplicate
35408,2026-03-17T17:39:25Z,[FEATURE] Decouple scroll area from input bar — keep input pinned while reviewing output,enhancement|area:tui
35406,2026-03-17T17:36:53Z,Hook script changes require full session restart — no hot reload for CLAUDE_PLUGIN_ROOT hooks,duplicate
35401,2026-03-17T17:14:45Z,Feature request: /new command to start a fresh session without exiting,enhancement|area:cli
35397,2026-03-17T16:59:49Z,[FEATURE] Set shell session context for skills or slash commands,enhancement|area:cli|area:skills
35395,2026-03-17T16:46:09Z,[Feature Request] Add account-level quota data to statusline JSON payload,duplicate
35393,2026-03-17T16:42:21Z,[BUG],duplicate
35390,2026-03-17T16:37:40Z,"[FEATURE] Add an interactive Stop hook or a built-in ""suggest session name on exit""",duplicate
35388,2026-03-17T16:30:01Z,[BUG] Cowork VM starts but loses connection immediately — keep-alive ping timeouts on Windows 11,bug|invalid
35387,2026-03-17T16:29:00Z,"[BUG] Max plan, <20% usage, persistent rate limit error in VS Code for 24h+",duplicate
35386,2026-03-17T16:24:49Z,[BUG] Claude VSCode extension: on every update I need to set the default model again,bug|platform:windows|area:ide|platform:vscode
35385,2026-03-17T16:19:41Z,[BUG] Claude VSCode extension: on every update I need to re-authenticate,bug|platform:windows|area:auth|platform:vscode
35384,2026-03-17T16:18:24Z,[FEATURE],duplicate
35377,2026-03-17T15:57:21Z,[BUG]  / plugins,duplicate
35376,2026-03-17T15:53:26Z,Command suggestions appear for commands not available in installed version,duplicate
35375,2026-03-17T15:51:39Z,Orphan 'New chat' entries in session picker due to race condition and DB/JSONL desync,bug|has repro|platform:macos|area:tui|area:core
35374,2026-03-17T15:49:14Z,"[FEATURE] Persistent status line showing context usage, cost, and model in CLI",duplicate
35373,2026-03-17T15:43:30Z,"[BUG] Claude Code v2.1.77 crashes with ""Illegal instruction"" on RHEL 8 (x86_64)",bug|has repro|api:bedrock|platform:linux|area:packaging|regression
35371,2026-03-17T15:41:13Z,Statusline truecolor quantization regression in tmux (v2.1.77),duplicate
35370,2026-03-17T15:38:37Z,"[MODEL] Claude Code doesn't prompt before reading a file from `~/.config`, leading to potential credential leakage",bug|area:security|model|area:permissions
35369,2026-03-17T15:37:43Z,Memory system fails to override system instructions — repeated violations,bug|memory
35366,2026-03-17T15:31:31Z,"[BUG] Claude Desktop MSIX on Windows: App crashes on restart, requires reinstall every reboot (Korean username path)",invalid
35364,2026-03-17T15:23:53Z,VSCode: Conversation titles now use last words instead of first message — breaks searchability,bug|platform:macos|area:ide|platform:vscode|regression
35363,2026-03-17T15:15:51Z,[BUG] Claude Code for VS Code 2.1.73,duplicate
35362,2026-03-17T15:15:12Z,Feature request: Multi-repo workspace support,enhancement|area:core
35359,2026-03-17T15:12:20Z,[Feature Request] Add internationalization (i18n) support for CLI interface,duplicate
35356,2026-03-17T15:03:06Z,[BUG] Long Bash commands render over separator lines in Claude Code UI,duplicate
35354,2026-03-17T14:54:28Z,[BUG] Can't change tabs in /sandbox command,bug|has repro|platform:linux|area:tui|regression|area:sandbox
35352,2026-03-17T14:53:37Z,[Bug] Daily authentication errors requiring re-login with valid API key,duplicate
35344,2026-03-17T14:35:43Z,[BUG] CLI Slowdown/Output Very Slow,bug|platform:windows|performance
35342,2026-03-17T14:26:33Z,[BUG] Illegal Instruction in 2.1.77,bug|has repro|platform:linux|area:packaging|regression
35340,2026-03-17T14:24:39Z,"[BUG]  Paid Max plan not reflected — account still shows Free, billing missing",invalid
35339,2026-03-17T14:23:29Z,[BUG] Cowork HYPERVISOR_SERVICE_ERROR 0x80370102 on Windows 10 Pro (Home upgrade) despite Hyper-V fully functional,invalid
35334,2026-03-17T14:12:26Z,[FEATURE] Please make Claude Desktop compatible with Intune App SDK,invalid
35333,2026-03-17T13:57:45Z,[BUG] SENDING IMAGES WITH REMOTE CRONTOL WITH IPHONE FAILS WITH API KEY ERROR,duplicate
35332,2026-03-17T13:56:54Z,"[BUG] Subscription not recognized: account shows Free plan after Max plan payment (affects Claude Code, browser, Windows & macOS)",invalid
35331,2026-03-17T13:56:16Z,[FEATURE] Allow Sub-Agents to write to directory in manual approval mode.,duplicate
35330,2026-03-17T13:52:12Z,[Bug] @-notation autocomplete fails for paths containing spaces,duplicate
35326,2026-03-17T13:48:29Z,Question: documentation clarification,documentation|question
35324,2026-03-17T13:44:56Z,Bug: permissionDecisionReason not rendered in dialog when permissionDecision=ask,duplicate
35323,2026-03-17T13:31:35Z,AWS Marketplace MCP server connects by default and cannot be disconnected via Web UI,duplicate
35322,2026-03-17T13:24:18Z,[BUG] claude remote control not working on Pro plan,bug|duplicate|platform:linux|area:auth|area:cli
35321,2026-03-17T13:20:34Z,Feature request: Claude Code should be able to read public Claude.ai shared conversations,duplicate
35320,2026-03-17T13:16:37Z,[Feature Request] Add functionality to copy current prompt to clipboard,duplicate
35316,2026-03-17T12:48:15Z,Allow hooks to set session name via response field,duplicate
35314,2026-03-17T12:40:04Z,[BUG]  AskUserQuestion tool limited to 4 options is too restrictive，Does it support page turning?,duplicate
35313,2026-03-17T12:39:13Z,[BUG] Opusplan mode falls back to Sonnet 4.5 instead of 4.6 on AWS Bedrock,bug|has repro|api:bedrock|area:model|platform:aws-bedrock
35311,2026-03-17T12:38:05Z,Auth URL breaks when terminal wraps long lines,duplicate
35308,2026-03-17T12:27:06Z,[Bug] Voice mode connection failure: network error handling,duplicate
35300,2026-03-17T11:50:44Z,[Bug] CLI requires approval for every sequential bash command execution,duplicate
35299,2026-03-17T11:49:32Z,WebStorm plugin suggestion shown even when running inside WebStorm terminal,bug|platform:macos|area:ide|platform:intellij
35294,2026-03-17T11:26:47Z,"[BUG] Claude Desktop v1.1.7053 spawns two mcp-remote processes simultaneously during MCP server initialization, causing OAuth PKCE auth to fail",invalid
35293,2026-03-17T11:24:52Z,[BUG] Regression - PostToolUse hook errors,bug|platform:macos|area:hooks|regression
