number,created_at,title,labels
40216,2026-03-28T12:19:41Z,Bug: UserPromptSubmit additionalContext accumulates in history instead of being ephemeral,bug|has repro|area:hooks
40213,2026-03-28T11:53:54Z,Sandbox: allowedDomains not enforced for plain HTTP — only HTTPS CONNECT is filtered,bug|has repro|platform:macos|area:security|area:sandbox
40210,2026-03-28T11:37:55Z,[BUG]  Memory index appends new entries at bottom but truncates from bottom — newest memories lost first,bug|platform:windows|memory
40207,2026-03-28T11:32:03Z,[BUG] Claude Code sends SIGTERM to all healthy stdio MCP servers after 10-60s — root cause analysis with strace evidence,bug|has repro|platform:linux|area:mcp
40203,2026-03-28T11:28:22Z,Chrome extension bridge rejects valid OAuth token: Invalid token or user mismatch,bug|has repro|platform:macos|area:chrome
40202,2026-03-28T11:25:43Z,.gms (GAMS) files misclassified as non-text in @include,bug|has repro|platform:linux|stale
40201,2026-03-28T11:24:46Z,[BUG] Read tool: non-image file passed as image causes cryptic API Error 400,bug|has repro|platform:linux|area:tools
40199,2026-03-28T11:21:22Z,[BUG] /insights crashes with exit code 3221226505 on Windows`,bug|has repro|platform:windows|area:tui
40198,2026-03-28T11:21:14Z,"[BUG] [BUG] Cowork VM fails to start on Windows ARM64 (Samsung Galaxy Book4 Edge, Snapdragon)",bug|platform:windows|area:cowork
40197,2026-03-28T11:19:54Z,[BUG] Cmd+D voice dictation stops working after first response (Desktop app),bug|has repro|platform:macos|area:desktop|stale
40196,2026-03-28T11:15:58Z,"[BUG] Cowork ""Virtualization not available"" on Windows 11 Pro — Hyper-V fully functional but HRESULT 0x80370102",bug|duplicate|platform:windows|area:cowork
40193,2026-03-28T10:55:56Z,[BUG] Skill invocations persist through context compaction and are re-executed as new requests,bug|has repro|area:core|platform:wsl
40190,2026-03-28T10:38:36Z,[Feature Request] New cloud session should auto-connect instead of exiting,enhancement|area:cli|stale
40189,2026-03-28T10:31:19Z,Bedrock streaming: undefined is not an object (evaluating '_.speed'),bug|has repro|api:bedrock|platform:macos|stale
40187,2026-03-28T10:26:39Z,"Plugin hook scripts lose execute permissions after install, causing SessionStart:resume hook error",bug|has repro|area:hooks|area:plugins
40183,2026-03-28T10:15:00Z,A Structural Solution to Claude Code Capacity Constraints: The Sidecar Model,enhancement|area:model|stale
40182,2026-03-28T10:12:32Z,bypassPermissions mode not persisted — resets mid-session and prompts for file edits,bug|duplicate|has repro|platform:windows|platform:vscode|area:permissions
40181,2026-03-28T10:12:16Z,"[BUG] Dispatch shows ""read"", background tasks complete, but no response appears in Dispatch view",invalid|stale
40180,2026-03-28T10:09:14Z,[FEATURE] Queryable context usage + selective context purge,enhancement|area:hooks|area:cli
40179,2026-03-28T10:09:09Z,[BUG] Dispatch responses generated but never delivered to clients (desktop Cowork & mobile),bug|has repro|platform:macos|area:cowork|area:desktop
40176,2026-03-28T09:58:27Z,Task Reminder System Creates Persistent Attention Bias That Overrides User Direction,bug|area:tools|area:core
40175,2026-03-28T09:54:34Z,[BUG] Cowork: Global instructions silently revert to older version after saving,bug|has repro|platform:macos|area:cowork
40174,2026-03-28T09:53:57Z,"claude-in-chrome: Browser extension not connected despite native host running (macOS 26.4, Claude Code 2.1.86)",bug|duplicate|platform:macos|area:chrome|stale
40173,2026-03-28T09:53:46Z,Claude-in-Chrome: Server-side domain blocking breaks legitimate business automation,enhancement|platform:macos|area:browser-extension|area:chrome
40171,2026-03-28T09:49:53Z,[FEATURE] Command-scoped permissions for custom slash commands,enhancement|area:skills|area:permissions
40168,2026-03-28T09:33:13Z,"[BUG] Agent Teams tmux split-pane: command sent via send-keys before shell is ready, teammates fail to start",bug|has repro|platform:macos|area:agents
40167,2026-03-28T09:31:16Z,"[BUG] CCR git proxy returns HTTP 503 ""Could not verify PR ownership"" for all branches — push permanently blocked",bug|has repro|area:claude-code-web|platform:web
40166,2026-03-28T09:22:50Z,Phantom messages: teammate SendMessage content injected as Human: turns,bug|has repro|area:agents
40165,2026-03-28T09:19:41Z,[BUG] OSC-99 (desktop notifications) support is hard-codedly assumed rather than queried,bug|platform:linux|area:tui|stale
40164,2026-03-28T09:11:31Z,"[BUG] isolation=""worktree"" fails on Windows — falsely reports ""not in a git repository""",bug|has repro|platform:windows|area:agents
40163,2026-03-28T09:10:54Z,Status line JSON reports wrong model after /model switch,bug|has repro|platform:macos|area:statusline
40156,2026-03-28T08:38:07Z,Model re-attempts denied tool call after user explicitly says 'no',bug|platform:windows|area:model|platform:vscode|area:permissions
40154,2026-03-28T08:30:27Z,"[FEATURE] Invert plan mode ""clear context"" setting — show by default, hide via opt-out",enhancement|area:tui
40153,2026-03-28T08:21:40Z,"Plugin marketplace directory deleted during failed auto-update, breaking all plugins from that marketplace",bug|has repro|platform:linux|area:plugins
40152,2026-03-28T08:14:23Z,"[BUG] Mac app: Plugin MCP tools not available to the model despite showing ""connected""",bug|platform:macos|area:mcp|area:desktop|stale
40150,2026-03-28T07:51:56Z,Dispatch/Cowork: ECONNRESET when connecting to API,bug|platform:macos|area:cowork|area:networking|stale
40149,2026-03-28T07:48:29Z,"[Feature Request] Linux support for Claude Desktop App, Dispatch, and CoWork",enhancement|platform:linux|area:cowork|area:desktop
40148,2026-03-28T07:43:29Z,Telegram channel plugin: inbound messages not delivered to conversation (outbound works),bug|duplicate|platform:linux|area:plugins|stale
40147,2026-03-28T07:38:49Z,[BUG] Cowork fails on Windows 11 with VBS enabled — S-1-5-83-0 ACE stripped by VbsSiPolicy.p7b,bug|has repro|platform:windows|area:cowork|stale
40142,2026-03-28T07:20:33Z,[BUG] [CRITICAL] Cowork Dispatch responses never render in desktop UI — backend processes successfully but TypeError crashes renderer,bug|has repro|platform:windows|area:cowork|area:desktop
40141,2026-03-28T07:19:38Z,CUA save_to_disk screenshots not accessible from filesystem,bug|has repro|platform:macos|area:mcp
40140,2026-03-28T07:17:51Z,Feature request: Add agent_id to PreToolUse/PostToolUse hook input for context-aware tool policies,enhancement|area:hooks|area:agents|stale
40139,2026-03-28T07:14:25Z,[BUG] Claude Code runtime silently deletes .kiro/ directory,bug|has repro|platform:windows|area:core|data-loss
40137,2026-03-28T07:06:58Z,ExitWorktree falsely warns about unmerged commits after squash merge,bug|has repro|area:tools
40136,2026-03-28T07:04:27Z,--dangerously-skip-permissions flag stops working after exiting Plan Mode,bug|has repro|platform:windows|area:permissions
40134,2026-03-28T06:53:56Z,[Bug] Anthropic API: Extreme latency on Claude Code requests (15s+ to first token),bug|has repro|platform:macos|area:api
40131,2026-03-28T06:42:08Z,"[BUG] Cowork ""Virtual Machine Platform not available"" — yukonSilver unsupported on Windows 10 Home 22H2",duplicate|platform:windows|area:cowork|stale
40130,2026-03-28T06:19:32Z,[BUG] Claude Code VS Code extension signs out automatically every time VS Code is closed and reopened,bug|platform:windows|area:auth|platform:vscode|stale
40129,2026-03-28T06:17:57Z,Include tool name in async hook completion messages,enhancement|area:hooks
40128,2026-03-28T06:06:21Z,"[BUG] ""API Error: Rate limit reached"" repeatedly despite having significant quota remaining.",bug|duplicate|platform:macos|api:anthropic
40127,2026-03-28T06:02:41Z,[Bug] Claude Code ignores user commands and behaves unresponsively,bug|platform:macos|area:model
40124,2026-03-28T05:42:11Z,[Docs] Cloud scheduled task limits per plan tier are undocumented,documentation|area:claude-code-web
40123,2026-03-28T05:40:11Z,[DOCS] Read tool docs omit compact line-number output and unchanged re-read deduplication,documentation|area:docs
40122,2026-03-28T05:39:10Z,"[DOCS] VS Code docs missing ""Not responding"" status guidance for long-running operations",documentation|platform:vscode|area:docs|stale
40120,2026-03-28T05:37:07Z,[DOCS] Search and @ file autocomplete docs omit Jujutsu/Sapling metadata exclusions,documentation|area:docs|stale
40119,2026-03-28T05:36:05Z,[DOCS] LLM gateway docs missing `X-Claude-Code-Session-Id` header guidance,documentation|enhancement
40117,2026-03-28T05:25:59Z,"Agent bypasses git pre-commit hooks using --no-verify, stash, and quiet flags despite explicit deny rules",bug|area:bash|area:hooks
40115,2026-03-28T05:10:23Z,[BUG] plan mode on 存在缺陷，用户选择了plan mode on ，但是程序依然存在写入操作。,bug|platform:windows|area:core|area:permissions
40114,2026-03-28T04:46:10Z,Telegram plugin: orphaned polling processes cause lost messages,bug|has repro|platform:macos|area:plugins
40106,2026-03-28T04:06:49Z,"[BUG] Plugin MCP tools (bio-research, etc.) return ""Session not found"" error - plugins work on Claude.ai Cowork but not in Claude Code",bug|platform:macos|area:mcp|area:plugins
40104,2026-03-28T04:00:24Z,"Skills with context: fork still inject all MCP tool definitions into subagent, ignoring allowed-tools",bug|platform:macos|area:mcp|area:skills
40102,2026-03-28T03:59:40Z,Custom MCP connector: browser stuck in re-login loop after successful OAuth callback,invalid
40100,2026-03-28T03:54:02Z,Bash tool output truncation should scale with model context window,enhancement|area:bash
40098,2026-03-28T03:49:18Z,"[BUG] Rate limit error on Max plan with 0% usage. Persists after full reinstall, affects one device only",invalid|stale
40097,2026-03-28T03:46:42Z,Show active project settings on session start,enhancement|area:cli|area:permissions
40094,2026-03-28T03:33:05Z,[BUG] `rate_limits` field missing from statusLine JSON for Claude Max 20x plan (oauth/firstParty auth),bug|has repro|platform:macos|area:statusline
40093,2026-03-28T03:28:21Z,effort level displays max in banner but runs at medium,bug|duplicate|has repro|platform:windows|area:tui
40091,2026-03-28T03:25:50Z,[BUG] /voice stops listening after a time,bug|platform:macos|area:tui|stale
40090,2026-03-28T03:24:18Z,iMessage plugin: selfAddresses in access.json should filter auto-discovered SELF addresses,invalid|stale
40089,2026-03-28T03:04:19Z,[BUG] `-n` / `--name` flag does not update Windows Terminal tab title on Windows,bug|has repro|platform:windows|area:tui|stale
40087,2026-03-28T02:51:25Z,"[BUG] /context suggestion ""reference earlier reads"" is not actionable after autocompact",bug|platform:macos|area:tui|user-experience|stale
40086,2026-03-28T02:47:35Z,[Plugin: ralph-loop] stop-hook.sh loses execute permission when cached,bug|has repro|platform:macos|area:hooks|area:plugins
40085,2026-03-28T02:43:05Z,[Bug] Rate limit exceeded despite low session usage percentage,bug|duplicate|platform:macos|area:api
40081,2026-03-28T02:27:09Z,Named session lost after system restart — not visible in /resume,bug|has repro|platform:macos
40078,2026-03-28T02:02:27Z,[BUG] API ERROR: Rate Limit Reached with 0% of my session or weekly usage even touched.,invalid
40076,2026-03-28T01:53:17Z,Permission allow rules with ** glob not matching paths outside working directory,bug|has repro|platform:wsl|area:permissions|stale
40073,2026-03-28T01:13:38Z,Voice mode on Termux (Android): setup guide and fixes,enhancement|area:tui|platform:android|stale
40072,2026-03-28T01:12:00Z,[BUG] Unable to use Claude Code Web - Endless Timeouts,bug|area:claude-code-web|platform:web|stale
40070,2026-03-28T00:59:05Z,Dispatch session collisions cause message loss and transport failures,bug|has repro|platform:macos|area:cowork
40068,2026-03-28T00:50:42Z,[MODEL] Claude Code asserts it has found the problem more than it actually does,bug|model
40067,2026-03-28T00:45:05Z,[BUG] Claude Desktop failed to launch on Windows 11 Home 25H2,invalid
40065,2026-03-28T00:43:26Z,[BUG] API Error: Rate limit reached,invalid
40064,2026-03-28T00:36:22Z,[BUG] Permission relay not working with --dangerously-load-development-channels server: channels,bug|has repro|area:mcp|platform:wsl|area:permissions
40060,2026-03-28T00:22:45Z,[Bug] Auth token missing subscription metadata silently hides features like remote-control,bug|platform:macos|area:auth|stale
40059,2026-03-28T00:18:53Z,Allow reloading MCP servers without restarting the session,enhancement|area:mcp
40052,2026-03-27T23:37:06Z,[BUG] Title: VS Code extension crashes on CPUs without AVX support (Bun panic),bug|duplicate|has repro|platform:windows|area:packaging|platform:vscode|stale
40050,2026-03-27T23:26:05Z,Plugin manager does not preserve execute permissions on hook scripts,bug|has repro|platform:macos|area:hooks|area:plugins
40049,2026-03-27T23:18:56Z,[BUG] Claude Code ignored explicit file write prohibition in ~/.claude/instructions.md,bug|platform:linux|area:model
40048,2026-03-27T23:16:24Z,Training feedback: ruinous empathy produces lying over honest uncertainty,invalid|stale
40043,2026-03-27T23:06:09Z,Allow removal of local folders from a Cowork project's context,enhancement|area:cowork
40037,2026-03-27T22:41:25Z,VS Code extension: Image drag-and-drop fails on Apple Silicon — sharp module not loaded,bug|has repro|platform:macos|platform:vscode
40036,2026-03-27T22:39:23Z,[BUG] skills and plugins share the same /plugin install surface,bug|platform:linux|area:security|area:hooks|area:plugins
40035,2026-03-27T22:29:09Z,Environment settings hard to discover in claude.ai/code,enhancement|area:claude-code-web|platform:web|stale
40034,2026-03-27T22:27:14Z,[Bug] /rewind command fails to restore previous state in Jupyter notebooks,bug|platform:macos|platform:vscode
40032,2026-03-27T22:24:27Z,[BUG] Cowork Dispatch completes tasks successfully but renders no response on desktop or mobile,invalid|stale
40029,2026-03-27T22:14:34Z,Stop hook does not fire in VSCode extension,bug|has repro|platform:vscode|area:hooks
40025,2026-03-27T22:04:35Z,MCP tool list cached by server name — adding new tools requires renaming server,bug|has repro|platform:macos|area:mcp|stale
40022,2026-03-27T21:55:32Z,[BUG] SDK Stop hook: structured output enforcement skipped on resumed sessions (--resume + --json-schema),bug|has repro|area:agent-sdk
40019,2026-03-27T21:46:47Z,Lazy-load MCP server connections after chat window is ready,enhancement|area:mcp|performance|stale
40018,2026-03-27T21:46:00Z,Expose context window usage to enable session handoff before context runs out,enhancement|area:core
40013,2026-03-27T21:06:07Z,[BUG] Hooks from non-enabled marketplace plugins still fire during SessionStart,bug|has repro|platform:linux|area:hooks|area:plugins
40010,2026-03-27T21:01:35Z,SessionEnd: agent-type hooks silently ignored while command-type hooks work,bug|has repro|platform:windows|area:hooks
40009,2026-03-27T20:41:41Z,Plugin system does not preserve execute permission on hook scripts,bug|has repro|platform:macos|area:plugins
40002,2026-03-27T20:33:29Z,"[BUG] disable Yes, I trust this folder prompt",duplicate|enhancement|area:security
40000,2026-03-27T20:26:44Z,[FEATURE] Tab completion for a file path within backticks,enhancement|area:tui|stale
39998,2026-03-27T20:11:48Z,[BUG] companyAnnoucements override,bug|platform:macos|area:security
39996,2026-03-27T20:08:31Z,Plugin marketplace hooks: .sh files missing execute permission on macOS Sequoia,bug|has repro|platform:macos|area:hooks|area:plugins
39994,2026-03-27T20:00:06Z,Desktop app Customize window doesn't show user-authored skills from ~/.claude/skills/,bug|has repro|platform:macos|area:skills|area:desktop
39993,2026-03-27T19:57:25Z,Plugin installer strips execute permissions from .sh files,bug|has repro|platform:macos|area:hooks|area:plugins
39992,2026-03-27T19:53:02Z,[FEATURE] Add clipboard copy support for /btw output (C keybinding),enhancement|area:tui
39990,2026-03-27T19:45:24Z,Feature Request: Projects with nested chats in Claude Desktop (Code tab),enhancement|area:ui|area:desktop|stale
39987,2026-03-27T19:38:14Z,[BUG] Bash tool bypasses settings.json path deny rules — shell commands not subject to file tool access controls,bug|platform:windows|area:security|platform:vscode|area:bash|area:permissions
39985,2026-03-27T19:35:15Z,AskUserQuestion: add free-form-first or text-only mode,enhancement|area:tools|stale
39982,2026-03-27T19:17:01Z,Keep queued messages visible at bottom of chat until processing starts,enhancement|area:tui|stale
39980,2026-03-27T19:14:30Z,[Meta] Zero maintainer engagement on community-reported bugs — stale bot closes issues never reviewed,enhancement|stale
39979,2026-03-27T19:14:26Z,"[MODEL] Claude uses Bash (cat, grep, head) instead of dedicated tools despite system prompt prohibition",bug|platform:windows|area:model
39978,2026-03-27T19:13:06Z,[Bug] Claude Code fails to realize the correct year in date calculations,bug|platform:windows|area:model|stale
39975,2026-03-27T19:10:30Z,[FEATURE] Add /unclear command to undo /clear and restore conversation context,enhancement|area:tui
39973,2026-03-27T19:01:20Z,ExitPlanMode resets permission mode to acceptEdits instead of restoring previous mode,bug|has repro|platform:macos|area:permissions
39971,2026-03-27T18:54:56Z,[FEATURE] unit test permissions rules,enhancement|area:cli|area:permissions
39970,2026-03-27T18:53:33Z,"[BUG] Remote control: timeout, resume failure, no context persistence, plan amendments lost",bug|platform:macos|area:cowork|area:desktop|stale
39968,2026-03-27T18:49:30Z,"Agent Teams: bottom bar UI regression — TaskList, teammates nav, background tasks all intermittently hidden",bug|platform:macos|area:tui|area:agents|stale
39967,2026-03-27T18:41:43Z,Copied text has unwanted 2-space base indentation,bug|area:tui
39966,2026-03-27T18:35:58Z,Abnormal token consumption rate on Opus 4.5 — 100% usage in ~1 hour,bug|platform:macos|area:cost
39965,2026-03-27T18:35:39Z,[BUG] SDK: unguarded transport.write() in handleControlRequest catch block causes unhandledRejection,bug|area:agent-sdk
39964,2026-03-27T18:35:28Z,Marketplace plugin sync strips execute permissions from .sh hook files,bug|has repro|platform:macos|area:hooks|area:plugins
39961,2026-03-27T18:31:37Z,"Session continuity: agent repeatedly redoes completed work across sessions (""AI Groundhog Day"")",enhancement|area:core
39959,2026-03-27T18:30:50Z,[BUG] otelHeadersHelper did not return a valid value on Windows — helper binary never invoked at time of error,bug|has repro|platform:windows|api:bedrock|platform:vscode
39958,2026-03-27T18:30:43Z,[BUG] SessionStart hook re-fires when switching between session tabs in Claude Code Desktop,bug|has repro|platform:macos|area:hooks|area:desktop
39956,2026-03-27T18:23:46Z,Claude Cowork Chrome extension: 'Browser URL could not be parsed' on .tech TLD domains,bug|has repro|area:chrome|stale
39955,2026-03-27T18:15:20Z,"[BUG] Windows platform treated as second-class — multiple critical bugs closed as ""not planned"" while 70% of world's desktops are blocked",bug|platform:windows|platform:vscode|platform:wsl|stale
39954,2026-03-27T18:12:32Z,[BUG] Plugin .sh files lose execute permission on  marketplace update,bug|has repro|platform:macos|area:hooks|area:plugins
39952,2026-03-27T18:05:46Z,[FEATURE] Per-project OAuth tokens for project-scoped MCP servers (multi-workspace support),enhancement|area:auth|area:mcp|stale
39950,2026-03-27T17:57:06Z,[BUG] PostToolUse hook for ExitPlanMode not triggered when accepting plan with clear context,bug|has repro|platform:windows|area:core|area:hooks
39949,2026-03-27T17:55:35Z,Session-level file recycle bin / undo for destructive file operations,enhancement|area:tools|area:bash
39948,2026-03-27T17:52:22Z,[Bug] Anthropic API Error: Rate limit reached despite low session/weekly usage; missing per-minute limit documentation,bug|duplicate|area:cost|api:anthropic
39946,2026-03-27T17:50:04Z,[FEATURE] I just wanted to say well done.,enhancement|stale
39945,2026-03-27T17:47:23Z,"[MODEL] Claude pipes Bash output through tail/head, discarding errors before reading them",bug|area:model|area:bash
39942,2026-03-27T17:42:01Z,[FEATURE] .claude/skills/ and project config should be discovered without requiring a git repository,enhancement|area:skills|stale
39938,2026-03-27T17:36:46Z,"93% rate limit consumed in ~3 minutes on fresh session (Max plan, v2.1.85)",bug|platform:windows|area:cost|platform:vscode
39936,2026-03-27T17:30:26Z,Remote Control sessions from CLI don't associate with Desktop projects,bug|has repro|platform:macos|area:desktop|stale
39934,2026-03-27T17:26:19Z,[BUG] Admin account plugin reconciliation kills custom MCP servers via race condition,invalid
39932,2026-03-27T17:15:25Z,[FEATURE] Support shared tool definitions across agent/subagent frontmatter files,enhancement|area:agents
39931,2026-03-27T17:13:58Z,learning-output-style plugin: session-start.sh missing execute bit,bug|has repro|platform:macos|area:plugins
39925,2026-03-27T16:58:38Z,"Feature request: support passive context injection in plugins (e.g., shared coding standards)",enhancement|area:plugins
39924,2026-03-27T16:49:59Z,[BUG] Claude Code Desktop app switches branch on new session after first interaction,bug|platform:macos|regression|area:desktop
39922,2026-03-27T16:48:09Z,Windows: MCP server processes not terminated when scheduled/cron sessions end,bug|platform:windows|area:mcp|stale
39920,2026-03-27T16:43:25Z,Git worktrees resolve to main worktree's memory directory instead of their own,bug|has repro|platform:macos|memory
39919,2026-03-27T16:41:35Z,You've hit your limit,invalid
39915,2026-03-27T16:37:37Z,[FEATURE] Memory-backed constraint enforcement and pre-action gating,enhancement|memory
39914,2026-03-27T16:36:50Z,[FEATURE] Delete Remote Sessions from Claude Mobile App.,enhancement
39913,2026-03-27T16:31:19Z,Feature request: compact/tiny display mode (--tiny flag),enhancement|area:tui|stale
39912,2026-03-27T16:29:31Z,[BUG] Auto-pilot after compaction,bug|has repro|platform:linux|area:core
39911,2026-03-27T16:27:11Z,Bash permission heuristic misparses shell command boundaries (escaped semicolons treated as separators),bug|has repro|platform:macos|area:bash|area:permissions
39909,2026-03-27T16:18:51Z,Task .output files in /private/tmp grow unbounded (95GB+),bug|has repro|platform:macos|area:agents
39908,2026-03-27T16:14:08Z,ralph-loop plugin: stop-hook.sh Permission denied — /bin/sh is dash on Ubuntu,bug|has repro|platform:linux|area:hooks|area:plugins
39907,2026-03-27T16:06:41Z,Claude falsely claims completed task 3 times when it was never done,bug|area:model
39905,2026-03-27T16:03:47Z,Allow status line and accept-edits bar to share a single line,enhancement|area:tui|area:statusline|stale
39903,2026-03-27T15:57:15Z,Max Plan subscribers billed through API key when subagents dispatch - $152 unexpected charges,bug|platform:windows|area:cost|area:auth|area:agents
39898,2026-03-27T15:36:43Z,"[BUG] Yarn 4 via Corepack fails — environment ships Yarn 1.22.22, network sandbox blocks Corepack download",bug|area:claude-code-web|platform:web|area:sandbox|stale
39897,2026-03-27T15:35:31Z,"Desktop app: ""Could not load skill files"" for custom marketplace plugins",bug|platform:windows|area:skills|area:plugins|area:desktop
39896,2026-03-27T15:34:15Z,[BUG] WebFetch tool always fails — Cloudflare bot protection on claude.ai blocks headless domain verification requests,bug|has repro|api:bedrock|platform:linux|area:tools|platform:wsl
39889,2026-03-27T15:09:37Z,[BUG] Dispatch-spawned Claude Code sessions ignore user's model and permission-mode settings — no way to change from mobile,bug|platform:macos|area:permissions|area:desktop
39885,2026-03-27T15:00:17Z,[BUG] Installing the Claude Code plugin for VS Code corrupts,bug|platform:windows|area:ide|platform:vscode|stale
39884,2026-03-27T14:53:58Z,[BUG] [VSCODE] WebFetch should not attempt requests to RFC 1918 private network addresses,enhancement|area:tools|platform:vscode|platform:wsl|stale
39883,2026-03-27T14:47:04Z,"[BUG] the model produced a very long repetitive text output (""All files are read. Making all changes now."") in a loop without calling any tools, after completing a batch of parallel Read tool calls.",bug|platform:macos|area:model|platform:intellij
39882,2026-03-27T14:46:42Z,[FEATURE] PreApiCall / PostApiCall hooks to prevent secret exfiltration to API providers and attackers,enhancement|area:security|area:hooks
39881,2026-03-27T14:41:41Z,[FEATURE] Add setting to remove the ⏺ symbol from Claude Code responses in terminal,enhancement|area:tui|stale
39880,2026-03-27T14:41:22Z,[BUG] Usage Spike,bug|duplicate|platform:windows|area:cost
39879,2026-03-27T14:39:49Z,[Feature Request] Configurable image thumbnail size in VS Code extension,enhancement|area:ide|platform:vscode
39876,2026-03-27T14:31:27Z,"Telegram plugin: multiple sessions compete for getUpdates, messages route to random session",bug|has repro|platform:macos|area:plugins
39875,2026-03-27T14:31:11Z,bypassPermissions / --dangerously-skip-permissions does not suppress multi-line Bash description safety check,bug|duplicate|has repro|platform:macos|area:permissions|stale
39874,2026-03-27T14:30:06Z,Feature request: write rate-limit headers to ~/.claude/rate-limits.json,enhancement|platform:macos|area:api
39873,2026-03-27T14:29:30Z,"[BUG] ""it the REPL"" stuck to the end of resume command when ending a session",bug|has repro|platform:macos|area:cli
39870,2026-03-27T14:16:55Z,Ctrl+G external editor spawned without job control — tmux pane_current_command stays 'claude',bug|has repro|platform:linux|area:tui|stale
39869,2026-03-27T14:15:09Z,"[BUG] Claude Code stops responding mid-task, Happening for 3 days.",bug|platform:macos|area:ide|platform:vscode|stale
39867,2026-03-27T14:08:18Z,AskUserQuestion options with long descriptions get visually cut off in terminal,bug|area:tui|platform:wsl|stale
39866,2026-03-27T14:07:30Z,Better session names in /resume,enhancement|user-experience|area:cli
39863,2026-03-27T14:04:21Z,statusLine: expose tool_use_count in JSON payload,enhancement|area:statusline|stale
39862,2026-03-27T14:02:28Z,[BUG] NO_PROXY completely ignored — Claude Code v2.1.83 routes all traffic through forward proxy regardless,bug|has repro|platform:linux|regression|area:networking
39861,2026-03-27T14:02:00Z,statusLine: expose update_available in JSON payload + setting to hide native update badge,enhancement|area:tui|area:statusline|stale
39860,2026-03-27T14:01:09Z,[Bug] Plan mode not auto-enabled when planning requested in normal mode,bug|platform:macos|area:core|stale
39858,2026-03-27T13:58:37Z,- /mcp reconnect mid-session → ❌ doesn't re-deliver env to the subprocess,bug|has repro|platform:linux|area:mcp
39857,2026-03-27T13:45:07Z,[Feature Request] Auto-rename conversations via /rename command in agentic workflows,enhancement|area:cli|stale
39856,2026-03-27T13:36:07Z,[BUG] Session context truncated at version boundary after /exit when reopening in 2.1.85,bug|has repro|platform:macos|area:core|regression|stale
39854,2026-03-27T13:33:10Z,Feature request: Context-aware instruction loading (lazy-load instructions by action type),enhancement|area:skills|stale
39853,2026-03-27T13:32:57Z,Feature request: Built-in coherence check for CLAUDE.md and instruction files,enhancement|area:core
39852,2026-03-27T13:32:42Z,Feature request: Re-inject CLAUDE.md after context compaction in long sessions,enhancement|platform:macos|area:core|stale
39851,2026-03-27T13:28:06Z,LLM bypasses step-file workflow enforcement despite explicit guardrails,bug|area:model|area:skills
39850,2026-03-27T13:27:49Z,ACP UsageUpdate.cost reports Sonnet pricing for Opus 4.6 model,bug|has repro|area:cost
39848,2026-03-27T13:20:40Z,Show active worktree branch in status bar instead of root repo branch,enhancement|area:tui|area:statusline|stale
39847,2026-03-27T13:17:10Z,[FEATURE] Complete Offline Installation,enhancement|area:auth|area:packaging|area:installation|stale
39846,2026-03-27T13:15:44Z,/effort should override CLAUDE_CODE_EFFORT_LEVEL env var,enhancement|area:cli|stale
39845,2026-03-27T13:09:21Z,"Discord plugin: no notification when session ends without responding (auth errors, etc.)",enhancement|area:hooks|area:integrations|stale
39844,2026-03-27T13:09:09Z,Discord plugin: typing indicator expires after 10s with no refresh loop,enhancement|area:plugins|stale
39843,2026-03-27T13:09:08Z,Discord plugin: intermediate assistant text between tool calls is invisible to users,enhancement|area:plugins|stale
39841,2026-03-27T13:00:55Z,Opus 1M context on Max plan requires extra usage despite docs saying 'included with subscription',bug|platform:windows|area:cost|area:model
39835,2026-03-27T12:39:45Z,Cowork: Hyperlinks in prompt input are lost on submission,bug|platform:macos|area:cowork|stale
39834,2026-03-27T12:37:23Z,Permission glob for Bash does not match when it should,bug|has repro|area:permissions
39832,2026-03-27T12:20:51Z,[BUG] named sessions don't get the name displayed on chat box,bug|has repro|platform:linux|area:tui|stale
39830,2026-03-27T12:19:12Z,[Bug] Parallel Agent calls can lose tool_results,bug|has repro|platform:macos|area:core|area:agents
39829,2026-03-27T12:19:12Z,[INFRASTRUCTURE] Improve API availability / reduce 529 Overloaded errors,enhancement|platform:macos|area:api|stale
39828,2026-03-27T12:17:32Z,[BUG] Vim mode j/k navigation moves cursor off-screen in small terminal splits,bug|has repro|platform:macos|area:tui|stale
39827,2026-03-27T12:14:18Z,"[BUG]  userConfig prompt not shown during plugin install — substitution fails with ""Missing required user configuration value",bug|platform:windows|area:plugins
39826,2026-03-27T12:03:10Z,[FEATURE] Add BEDROCK_AWS_PROFILE env variable or config flag to make Bedrock independent from current profile,enhancement|api:bedrock
39825,2026-03-27T12:00:50Z,[FEATURE] API for managing environment secrets (RemoteTrigger/environments),enhancement|area:api|area:agent|stale
39824,2026-03-27T11:58:48Z,Support per-project agent auto-loading via settings.json,enhancement|area:agents|area:cli
39823,2026-03-27T11:58:15Z,[BUG] API Error 400: Could not process image,bug|platform:macos|area:cowork|stale
39822,2026-03-27T11:54:23Z,[MODEL] permissions.ask wasn't honoured after model switch,bug|model|area:permissions|stale
39820,2026-03-27T11:42:55Z,Bypass permissions mode spontaneously switches to Plan Mode mid-session,bug|has repro|platform:macos|area:permissions|stale
39816,2026-03-27T11:32:18Z,[BUG] JetBrains plugin: IDE diff review not working on Windows (native terminal + PyCharm),bug|has repro|platform:windows|area:ide|platform:intellij
39814,2026-03-27T11:17:44Z,PreToolUse hook `updatedInput` silently ignored for Agent tool,bug|has repro|platform:macos|area:hooks|area:agents
